,index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
19210,19211,PureGlo Glycerine Soap,Beauty & Hygiene,Bath & Hand Wash,Santoor,268.38,378.0,Bathing Bars & Soaps,4.4,"Gift yourself soft, glowing skin with new Santoor PureGlo Bathing Bar. Enriched with Glycerine and Almond Oil, it will give your skin the nourishment it needs and will leave a subtle scent on your skin so that you feel fresh throughout the day."
19270,19271,Multivitamin Glowing Skin Soap,Beauty & Hygiene,Bath & Hand Wash,Fair & Lovely ,180.0,180.0,Bathing Bars & Soaps,4.5,"Get glowing skin with every bath because for the first time ever, Fair & Lovely’s proven formula is now in a soap. Introducing new Fair & Lovely Glowing Skin Soap infused with Multivitamins. Its rich creamy lather gently cleanses the skin by removing oil and pollution, giving you a beautiful glow every day. The fragrance Parfum Da Rose opens with a sparkling fresh fruity accord including juicy red fruits and citrus, brings in a hint of newness and modernity to the Fair & Lovely Multivitamin fragrance heritage. A rich, petal rose and robust white floral heart along with the authentic woods intermingling with an oriental/powdery accord in the back of this creation build both the creaminess and gentle yet recognizable efficacy expected in a Fair and Lovely skincare product. The intentional combination of fruity floral with creamy woods and oriental/powdery facets bring feminity in an authentic way while offering a linear and impressive performance across stages. The fragrance makes the bathing experience both in-use in the bathing room and post, as it is long-lasting. Presenting Fair & Lovely Glowing Skin soap for soft, radiant and glowing skin. Try Our New Fair & Lovely Glowing Skin Soap Now & Get Glowing Skin."
19277,19278,Soap Bar - Care,Beauty & Hygiene,Bath & Hand Wash,Lifebuoy,10.0,10.0,Bathing Bars & Soaps,4.3,"For Skin That Demands A Balance Between Protection And Care, The Lifebuoy Care Soap Bar Contains The Goodness Of Milk Cream That Leaves The Skin Soft And Smooth. Its Advanced Formula Is Designed To Keep Skin Healthy And Helps Protecting It From Germs. Give Your Self And Your Family 100% Better Germ Protection With This Soap From Lifebuoy. Enjoy Clean, Soft Skin And A Germ-Free Bathing Experience. Buy Lifebuoy Care Soap Bar Now!  For Beauty tips, tricks & more visit https://bigbasket.blog/"
19363,19364,Skincare Bathing Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Dettol,105.0,105.0,Bathing Bars & Soaps,4.3,"Be 100% sure to protect your skin from 100 illness-causing germs and bacteria. Dettol's Skincare Germ Protection Bathing Soap bar keeps your skin healthy every day. The trusted germ-protection formula of Dettol soap acts as a barrier between your skin and a wide range of unseen germs. The anti-bacterial properties of Dettol Skincare soap make sure to provide a shield against unhealthy environment outside. It gives 100% better germ protection vs. ordinary soaps*. Dettol bathing soap keeps you fresh all day long while the glycerine-rich formula gives a moisturised and healthy-looking skin. Safety Information: Keep out of reach of children unless under adult supervision. Avoid direct contact with eyes. For external use. In case of contact with eyes, rinse immediately with plenty of water. If persistent irritation occurs, seek medical attention."
19371,19372,Handmade Peppermint & Aloe Vera Soap,Beauty & Hygiene,Bath & Hand Wash,Fizzy Fern,250.75,295.0,Bathing Bars & Soaps,4.3,"A refreshing clear soap infused with peppermint oil to uplift your senses, clear acne, pigmentation and blackheads leading to a radiant skin. This soap contains no harsh chemicals. It is an ayurvedic formulation with researched and useful ingredients. 1. The Packaging: This is a large 125 gm soap that lasts you longer. It comes with a beautiful slider box to ensure you feel great receiving the product- whether for personal use or gifting. 2. The No's: No Sulfates, No Parabens, No EDTA and No Testing on Animals. 3. The Fizzy Fern Promise: All our products are made in small batches. We're careful of what goes into our products, and understand that only the best ingredients make the finest products. On our labels, you can read about the ingredients that go in for each 10 ml/gm that you use. We want you to be sure of what you're using when you're using something every day! We strive to bring the best of Nature and Ayurveda at your doorstep, handcrafted and boxed with a lot of love!"
19540,19541,Coconut & Olive Oil Soap,Beauty & Hygiene,Bath & Hand Wash,Rexona,98.0,98.0,Bathing Bars & Soaps,4.2,"Get promising soft skin with this bathing bar from Rexona. Enriched with the goodness of coconut and olive oil, this soap bar offers you an enchanting bathing experience like never before. This soap reaches the deepest skin cells and hydrates it, leaving behind the soft and supple skin. Fall in love every day with yourself and revive the romance in your married life with Rexona. Rexona comes with the goodness of 100% naturally sourced coconut oil and olive oil. When used daily, Rexona leaves skin feeling so silky, soft that not only will you fall in love with it, but even your husband will find excuses to pamper you again and again. One day he will want to help you with making the breakfast, on another day he will help you with the utensils, and of course, he will look forward to all the selfies on your vacation. So try Rexona, revive the romance, and feel 100% loved. This soap reaches the deepest skin cells and hydrates it, leaving behind the soft and supple skin. With a refreshing scent, this soap bar rejuvenates you after every bath and keeps you clean for hours after that. So go try our NEW Rexona soap today. 
Now fall in love every day with Rexona. It is 100% naturally sourced coconut and olive oils leave skin feeling silky, soft. Revive the romance, and feel 100% loved with this new pack.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
19584,19585,Herbal Mango Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.4,"Khadi Natural Mango soap is rich in Vitamin A & C, which helps in skin repair.Benefits:It helps in exfoliation of dead skin cells making skin beautiful and radianceAlso protects from sun-tanIt treats from dryness of skin provide a glow on the skin.The aroma is so calming, thus helps in destressing the mind, body and soul"
19627,19628,Orange Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,210.0,210.0,Bathing Bars & Soaps,4.4,"Orange soap makes skin gentle, mildly exfoliating, and very refreshing. The non-oily, non-detergent formula is safe and effective. It is exclusively formulated for acne and pimples."
19661,19662,"Pure Lavender Glycerin Soap With Coconut Oil - Cold Processed, 100% Natural",Beauty & Hygiene,Bath & Hand Wash,Soulflower,212.5,250.0,Bathing Bars & Soaps,4.5,"Lavender is great for toning and revitalising the skin. It is useful for all type of skin problems such as acne, oily skin, boils, burns, sunburn, wounds, insect bites. This soap is suitable for all skin types. Glycerin has humectants properties attracting moisture to your skin making it softer & smoother, one of the reasons that our soaps are so beautiful on the skin. This soap does not use any animal product like milk or honey. It is completely vegan and is SLS free."
19760,19761,Sandal & Vanilla Soap,Beauty & Hygiene,Bath & Hand Wash,INATUR ,180.0,225.0,Bathing Bars & Soaps,5.0,"Inatur Sandal & Vannila Bathing Bar is a handmade soap and is prepared in a traditional manner. It keeps your skin cooling and moisturizing. Sugar and Glycerin are added as a base that helps to retain and replenish the moisture in the skin. It contains essential Oil that are especially recommended for men. Sandal and Vanilla Soap has a soft, rich, sweet - woody note. It has anti bacterial, regenerative and calming effect on the skin."
19977,19978,Bathing Soap - With Glycerin Gentle Moisturising,Beauty & Hygiene,Bath & Hand Wash,Savlon,87.0,87.0,Bathing Bars & Soaps,4.3,"It's Unique Triclosan deodorant Formula Provides you Protection against germs, Glycerin Keeps your skin Soft & Moisturized.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
20212,20213,Bathing Soap - Almond & Rose,Beauty & Hygiene,Bath & Hand Wash,Himalaya,105.84,120.0,Bathing Bars & Soaps,4.2,"Himalayas Almond and Rose Soap merge 100% natural ingredients to return the body's water content. This nongreasy soap departs skin feeling spongy, supple and toned. It developed with almond extracts to refresh and moisturize your skin. It also includes rose which rejuvenates and cools your skin.For Beauty tips, tricks & more visit https://bigbasket.blog/"
20298,20299,Bathing Bar Soap - Skincare,Beauty & Hygiene,Bath & Hand Wash,Dettol,178.5,210.0,Bathing Bars & Soaps,4.2,Dettol is one of the worlds most trusted antiseptic protection brand which gives you 99.99% protection against disease-causing bacteria and germs. Their body bathing bar is guaranteed to provide you 100% better freshness than the other ordinary body washes. It is refreshing and rejuvenating properties will brighten up your mornings and will leave you energised and smelling great.With nourishing moisturisers that make skin softer and smoother.Use as a part of personal hygiene for healthy skin every day.Dermatologically tested to be safe on the skin.Recommended by the Indian Medical Association.
20376,20377,Bathing Soap - Sandal & Turmeric,Beauty & Hygiene,Bath & Hand Wash,Santoor,213.72,232.0,Bathing Bars & Soaps,4.3,"Santoor has grown from a traditional south Indian soap to a modern beauty soap that carries the secret of younger looking skin for women of different age groups. Sandal and Turmeric have been an essential part of the Indian woman's skin care regimen for centuries. The deep acting ingredients of Turmeric and Sandal in the soap provide a smooth, soft and clear skin while also giving a youthful glow to the skin. It has fresh, energizing and a long-lasting fragrance. Its a great solution for problems such as blackhead, acne and skin allergies. It removes tanning, cures skin itching and detoxifies the skin."
20389,20390,Moisturizing Baby Soap - Olive & Almond Oil,Beauty & Hygiene,Bath & Hand Wash,Himalaya,35.0,35.0,Bathing Bars & Soaps,4.1,"Himalaya's moisturizing Baby Soap Oils of Olive & Almond. Soft and comforting soap that replenishes lost moisture while cleansing baby's skin softly. It improved with Olive Oil, which is wealthy in Vitamin A and E, and Almond that wets the skin and is an outstanding source of Vitamin D. It purifies and conditions your baby's skin softly.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
20564,20565,Pink/Rosa Beauty Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Dove,55.0,55.0,Bathing Bars & Soaps,4.3,"We think that skin cleansing should be an act of beauty for your skin that leaves it feeling soft and cared for. And Dove Pink Rosa Beauty Bar has a delicate blush of colour that adds a touch of feminine sophistication to your bathroom. It is combined with our ¼ moisturising cream to create a beauty bar that helps nourish your skin during cleansing. Dove Beauty Bars are specially formulated to deliver skin nourishment, helping your skin to keep its natural moisture during cleansing. Pink Rosa Beauty Bar contains our ultra-mild cleansers, which don’t strip skin of moisture as a regular soap bar can. It’s mild enough to be used on your face, body and hands – the perfect addition to your daily skin cleansing routine. Dove is the No.1 Brand recommended by dermatologists in India. For best results, lather up your Dove Beauty Bar and massage the smooth, creamy lather over your face and body before rinsing thoroughly. For soft, smooth hands, you can also enjoy regular hand-washing throughout the day with your Dove bar. Soap may dry out your hands, but the classic moisturising formula of Dove bars will leave skin softer, smoother and more glowing. Buy Now!"
20698,20699,Naturale Aloe Vera Detoxifying Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Pears,164.0,164.0,Bathing Bars & Soaps,4.2,"Don't you think, products that have the goodness of natural ingredients in them are more suitable for your skin? Pears understands this and therefore brings to you, the beautiful range of Pears Naturale that has an exciting mix of natural ingredients. With the goodness of 100% natural ingredients, the New Pears Naturale range of beauty bathing bars and body washes give you naturally glowing skin. The Pears Naturale bathing bars also have pure glycerin that helps preserve the natural moisture of your skin, making it soft and smooth. Pears Naturale Aloe Vera Detoxifying bathing bar has the goodness of 100% Natural Aloe Vera along with Olive Oil. This beauty bathing bar gently cleanses your skin for a visibly refreshed, glowing skin, every time you shower. Do you know Aloe Vera is known to purify and soften your skin leaving it clear and refreshed, and Olive Oil packed with anti-oxidants, is known to protect the skin. This gentle formula has 0% parabens and is mild and gentle on skin. Just rub this Pears bar between your hands and massage the hydrating lather over your face and skin before rinsing away. Pat dry. For best results, use twice a day, morning and evening. Pears Naturale Bathing Bar Soap is also environmentally friendly and comes in 100% recyclable cartons. Explore the entire Pears Naturale range of Bathing Bars & Body Washes now available online and add them to your skincare regime."
20701,20702,Aeda Soap - Ramacham,Beauty & Hygiene,Bath & Hand Wash,K.P. Namboodiris,25.0,25.0,Bathing Bars & Soaps,4.5,"Combination of vegetable oils & vetiver (Ramacham) to cool skin and whole body.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
20843,20844,Bathing Soap - Ayurvedic Natural Glycerine,Beauty & Hygiene,Bath & Hand Wash,Medimix,141.0,141.0,Bathing Bars & Soaps,4.3,"Medimix Ayurvedic Soap Contains an exclusive blend of the purest and premium grade vegetable glycerine and the time tested Ayurvedic formulation of Lakshadi oil. Successfully moisturizes dry skin making it soft and supple, and helps decrease itches and cracks caused by dryness.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
21278,21279,Saffron Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.2,Saffron soap is processed by making use of supreme quality saffron oil & saffron extract as per formulations are given in Ayurveda. This soap will make the skin radiant and lightens blemishes and dark spots.
21352,21353,Rose & Lychee Soap,Beauty & Hygiene,Bath & Hand Wash,Nyassa,350.0,350.0,Bathing Bars & Soaps,4.5,Nyassa's distinctive combination of rose and lychee fragrance inspired us to create an entire range of skincare products. A playful charm with a whole dose of tender care come together to add the perfect dash of character to this blend of fruity and floral fragrance. The Nyassa Rose and Lychee handmade soap are created to pamper your skin with the wholesome goodness of Rose petal extract and Lychee extract. The pure play of aroma with the goodness of natural ingredients create this bath soap to pamper your skin. Rose petal extracts moisturise your skin while proving beneficial for skin toning. It also soothes sensitive skin. The pure Lychee extracts are an excellent source of Vitamin C and it also helps reduce facial lines.
21812,21813,Pure Lavender Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.2,Lavender soap cleanses the skin and body dirt while exfoliating dead cells from the body and give a soft & smooth feeling. It helps in relaxing anxiety.
22202,22203,Herbal Avocado Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.2,"Avocado soap is rich in Vitamins A, B, D & E.Benefits:It helps in providing necessary moisture to the skinThe natural oils penetrate deep into the skin, helping to soften and hydrate dry and flaky patchesThe active ingredients present in the soaps helps in deep cleaning the skin and naturally rejuvenates the skinIt's great for dry, chapped or dehydrated skin and also promotes elasticity and rejuvenation to the skin."
22362,22363,"Cold Processed Lemongrass Haldi Soap for Bright Skin, Unclogs Pores",Beauty & Hygiene,Bath & Hand Wash,Soulflower,255.0,300.0,Bathing Bars & Soaps,5.0,"100% pure, natural, vegan and cold-pressed Soulflower Lemongrass Haldi Soap is a handmade, hand-cut, natural oil-based soap. Vitamin A and C enriched lemongrass gives you healthy skin and pure turmeric powder controls acne and leaves your skin feeling velvety soft. Our unique soap formulation with its tangy aroma and foamy lather unclogs pores and restores your skins oil balance. This soap is SLS free."
22753,22754,Moisturising Bar - Gel + Creme,Beauty & Hygiene,Bath & Hand Wash,Fiama,150.0,150.0,Bathing Bars & Soaps,4.3,"Dive into a luxurious bathing experience with Fiama Clear Springs Gel Bathing Bar, which is handcrafted using ITCs revolutionary Liquid Freezing Technology which freezes gel into a bar."
22838,22839,Hexa Advanced Soap,Beauty & Hygiene,Bath & Hand Wash,Savlon,34.0,34.0,Bathing Bars & Soaps,4.2,"Utilising the expertise from its rich 50-year-old legacy, Savlon presents the Savlon Hexa Advanced Soap. Savlon Hexa Advanced Soap addresses your increased need for germ protection in keeping with the times. The soap offers advanced protection against Viruses and Bacteria and keeps you protected. Use Savlon Hexa Advanced soap, which is enriched with Hexa Pro Power and protect your family from 99.99% germs. Bring home Savlon's trusted protection. Basis in vitro study with representative microbes. Washes away germs."
23017,23018,Soap - Coconut & Olive Oil,Beauty & Hygiene,Bath & Hand Wash,Rexona,68.0,68.0,Bathing Bars & Soaps,4.4,"Get promising soft skin with this bathing bar from Rexona. Enriched with the goodness of 100% naturally sourced coconut and olive oil, this soap bar offers you an enchanting bathing experience like never before. This soap reaches the deepest skin cells and hydrates it, leaving the skin so soft and supple that not only will you fall in love with it, but even your husband will find excuses to pamper you again and again. With a refreshing scent, this soap bar rejuvenates you after every bath and keeps you clean for hours."
23034,23035,Alphonso Handmade Sugar Soap,Beauty & Hygiene,Bath & Hand Wash,Nyassa,325.0,325.0,Bathing Bars & Soaps,5.0,"The alphonso mango is popularly known as the king of fruits in India. This fragrance is our tribute to the Alphonso range of mangoes that are devoured in the Indian summer season. A subtle, juicy, delectable fragrance. Warning: not to be ingested, however, tempted you might be. Alphonso is an active base soap from Nyassa. Active base is an exclusive and unique blend of six pure and natural carrier oils, essential oils and extracts that go into every Nyassa handmade soap, namely aloe vera extract, grape seed extract, honey, cold pressed sweet almond oil, cold pressed wheat germ oil and vitamin e acetate. These ingredients work best as moisturisers, healers and soothing agents. Nyassa's luxurious Alphonso soap contains three additional ingredients such as mango butter, mango leaf extract and raw cane sugar that act as natural moisturisers and as healing effects on the skin. Mango butter acts as a natural moisturiser and rejuvenator. Makes your skin smooth and prevents roughness. Promotes healthy and rejuvenated skin. Mango leaf extract has great wound healing properties and is a proven and effective remedy for itching. Raw cane sugar contains glycolic acid that helps condition and moisturizes the skin. It also guards against harmful toxins."
23186,23187,Neem & Turmeric Bathing Soap,Beauty & Hygiene,Bath & Hand Wash,Himalaya,92.65,109.0,Bathing Bars & Soaps,4.2,"Is Fortified with Neem and Turmeric which protect the skin through antibacterial action, Keeping skin refreshed and healthy, naturally.For Beauty tips, tricks & more visit https://bigbasket.blog/"
23304,23305,Herbal Green Tea Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.2,"Green Tea soap is filled with real green leaves extracts, regular usage helps in lifting up dead skin cells.Benefits;It helps in detoxifying the skin and the active ingredients repair the skin and rejuvenate the dead cellsThe aroma helps in reviving the mind, body & soul thus distressing the pressure"
23307,23308,"Soap - Tulasi, Hand Made",Beauty & Hygiene,Bath & Hand Wash,Wild Ideas,90.0,90.0,Bathing Bars & Soaps,4.3,Wild Ideas present their all-new range of Hand Made Soaps that are 100% natural and made from organic ingredients. The goodness of Tulasi fights acne and skin irritation while moisturising the skin and acts as an anti-bacterial.
23316,23317,"Bathing Soap - Sandal, Jasmine, Rose",Beauty & Hygiene,Bath & Hand Wash,Mysore Sandal,200.0,200.0,Bathing Bars & Soaps,4.3,"Traditional aroma of Sandal, Jasmine and Rose make this a perfect pack. Mysore sandal soap the only soap with pure natural sandalwood oil. Mysore jasmine soap - comes flanking to the natural aroma of jasmine flowers. Mysore Rose soap - mild aroma of roses, keeps you to nature.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
23330,23331,Bathing Soap - Lime & Aloe Vera,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,79.8,84.0,Bathing Bars & Soaps,4.2,"Favoured by over 380 million consumers, Godrej No.1 offers you 'nature's way to beauty' with carefully chosen natural ingredients to make your skin naturally beautiful. It is Grade 1 quality soap and the highest-selling soap of its kind in the country. Godrej No.1 Lime and Aloe Vera soap has a dash of lime, known for its invigoration properties, has been combined with the gentleness of Aloe Vera, which retains the skin's moisture to keep it soft. The combination of these ingredients leaves your skin feeling fresh and soft. It preserves the young nature of your skin giving you a perfect complexion. It protects your skin and gives you a youthful and young look."
23782,23783,Soap - Neem & Turmeric,Beauty & Hygiene,Bath & Hand Wash,Himalaya,218.59,270.0,Bathing Bars & Soaps,4.3,"Himalayas Neem & Turmeric Soap blends together all the goodness of naturally derived ingredients to keep your skin protected at all times. The oils of Neem and Turmeric, which contain antibacterial and antifungal properties, protect your skin from harsh environmental conditions.For Beauty tips, tricks & more visit https://bigbasket.blog/"
23853,23854,Bathing Soap - Ayurvedic Sandal,Beauty & Hygiene,Bath & Hand Wash,Medimix,150.0,150.0,Bathing Bars & Soaps,4.3,"Medimix Ayurvedic Soap Contains an exclusive blend of the purest and premium grade vegetable glycerine and the time tested Ayurvedic formulation of Lakshadi oil. Successfully moisturizes dry skin making it soft and supple, and helps decrease itches and cracks caused by dryness.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
24103,24104,Soap Bar - Neem Tulsi and Aloevera,Beauty & Hygiene,Bath & Hand Wash,Hamam ,88.0,110.0,Bathing Bars & Soaps,4.3,"Hamam Brings You This Bathing Soap Bar That Is A Perfect Pick For An Enriching And Refreshing Bathing Experience. A Power-Packed Soap Bar Enhanced With Tulsi, Neem, And Aloe Vera, This Soap Provides A Natural Protection To Your Skin By Eliminating Germs And Skin Impurities While The Aloe Vera Content In This Soap Gives You A Refreshing Feel After Every Shower. It Soothes And Cools Your Skin Cells, Thus Offering You A Smooth And Naturally Happy Skin. The Sweet And Delicate Fragrance Will Envelop Your Body In Refreshing Scent. Benefit : It soothes and cools your skin cells, thus offering you a smooth and naturally happy skin , after every shower. Pick The Hamam Soap Bar In This 150 Gm Pack, Right Away!  For Beauty tips, tricks & more visit https://bigbasket.blog/"
24236,24237,Total 10 Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Lifebuoy,205.2,216.0,Bathing Bars & Soaps,4.3,"The Lifebuoy Total Soap Bar offers complete germ protection for you and your family. It is Worlds No. 1 selling germ protection soap. It is powered with Activ SILVER, one of natures most powerful ingredients that helps fight infection-causing germs. So give your family 100% better germ protection with Lifebuoy soap.

Bathe regularly, that is, wash your body often after intervals that suit you with Lifebuoy soap with Activ silver which gives you protection from 10 infection causing germs. It has been proven that handwashing can help avoid numerous illnesses, it is one of the most effective ways of preventing you and your family form common illnesses, which are usually caused by invisible germs. These invisible germs on your hand enter your body while eating food and then may cause stomach infection. Using Lifebuoy soap, to wash your hands every time before eating, helps remove these germs and hence stay protected from illnesses causing germs.

Buy Lifebuoy Total Soap Bar in its pack of 4, now! It is available in 4 variants: Total 10, Care, Nature, Lemon fresh variants.

Also available in the following pack sizes: 125g single bar.
Also try Lifebuoy Superfast HandWash which gives you 99.9% percent germ protection in just 10 seconds (as per lab test and on indicator organism).


Features and Bullet Points
• Lifebuoy Total comes with power of Activ Silver
• Best ever protection from 10 infection causing germs
• Have clean, soft skin & a germ-free bathing experience with Lifebuoy Total germ protection soap bar
• Worlds No. 1 selling germ protection soap
• Approved by Royal society of Public health
• Also available in Lemon Fresh, Care & Nature variant  For Beauty tips, tricks & more visitÂ https://bigbasket.blog/"
24303,24304,Sandal & Turmeric Soap,Beauty & Hygiene,Bath & Hand Wash,Santoor,125.0,155.0,Bathing Bars & Soaps,4.3,"Santoor has grown from a traditional south Indian soap to a modern beauty soap that carries the secret of younger looking skin for women of different age groups. Sandal and Turmeric have been an essential part of Indian woman's skin care regimen for centuries. The deep acting ingredients of Turmeric and Sandal in the soap provide a smooth, soft and clear skin while also giving a youthful glow to the skin. It has fresh, energizing and a long-lasting fragrance. Its a great solution for problems such as blackhead, acne and skin allergies. It removes tanning, cures skin itching and detoxifies the skin."
24327,24328,Disney Princess - Bio Almond Princess Nourishing Soap,Beauty & Hygiene,Bath & Hand Wash,BIOTIQUE,41.25,55.0,Bathing Bars & Soaps,4.3,"This clear soap is blended with nourishing almond, margosa and coconut oils, mixed with turmeric and wild turmeric, to gently wash away body impurities, without disturbing the skins natural pH balance. It is recommended for sensitive body types."
24475,24476,Original Soap,Beauty & Hygiene,Bath & Hand Wash,Dettol,219.0,219.0,Bathing Bars & Soaps,4.3,"Dettol original soap with classic Dettol fragrance provides Dettol's trusted germ protection from a wide range of unseen germs. It cleanses and protects your skin keeping you healthy every day. Personal hygiene plays a critical role in preventing the spread of illness and infection. Poor personal hygiene can cause infection, skin complaints, unpleasant smells and skin infections. Skin is our first line of defence from the outside world and by keeping skin clean and moisturised, the barrier function will stay intact and overall health and appearance of the skin will be improved. Reassuringly, Dettol protects from a wide range of illness-causing germs and bacteria to help you stay healthy."
24481,24482,Gel Bathing Bar - Bearberry & Blackcurrant,Beauty & Hygiene,Bath & Hand Wash,Fiama,65.0,65.0,Bathing Bars & Soaps,4.3,"Wash away the troubles of your day, with the foamy, fresh, and fun Fiama Gel Bar. And while you enjoy your Fiama bath, let its skin-conditioners work their magic to give your skin a radiant glow. So, get ready to make every bath, a highlight of your day."
24497,24498,Bathing Soap - Original Neem,Beauty & Hygiene,Bath & Hand Wash,Margo,123.0,128.0,Bathing Bars & Soaps,4.4,"Margo is an established Neem soap launched in the year 1920. Over the years, the brand has delivered on its promise of giving a clear, problem-free beautiful skin. Margo is a household name in India and represents a heritage that has been passed from generation to generation. It is regarded as the ultimate Neem soap and is often used as a synonym to Neem Soaps by consumers across India. The brand has traversed the journey of 98 years successfully. The brand was endorsed by leading celebrities over the years.Neem, a natural source of therapeutic benefits, has been scientifically proven to be amazingly effective for skin care. Margo Original Neem is made from 100% Original Neem through a unique procedure ensuring the therapeutic benefits of Neem are retained. It is infused with Vitamin E for added moisturising. Its anti-bacterial action deep cleanses and protects your skin, giving it the care it deserves.With a combination of medicinal & beauty benefits along with the goodness of 1000 Neem leaves, Margo Original Neem is a healer & cosmetician, with moisturising properties, without any side effects."
24552,24553,Bathing Soap - Ayurvedic (Pack of 5),Beauty & Hygiene,Bath & Hand Wash,Chandrika ,198.78,238.0,Bathing Bars & Soaps,4.3,"Chandrika Bathing Bar is prepared with authentic Ayurvedic herbal extracts, combined with premier quality vegetable oils, such as purified Sandalwood oil, Coconut oil, Patchouli oil and so on. A core strength of Hygienix is optimizing the delicate balance between high antimicrobial efficacy and high skin tolerance. Fighting microbes does not mean unnecessarily burdening our planet. The promise of Hygienix is here to keep you healthy. Hygienix comes from the house of Wipro, one of Indias leading conglomerates that has been serving India for decades. 
For Beauty tips, tricks & more visit https://bigbasket.blog/"
24677,24678,"Aloe Vera Bathing Soap - With Vitamin E For Soft, Glowing Skin, Refreshing Fragrance, Combo Pack",Beauty & Hygiene,Bath & Hand Wash,Vivel,139.2,174.0,Bathing Bars & Soaps,4.2,"Give your skin the touch of Vivel Softness. Made for those who don't compromise. Vivel Aloe Vera soap is enriched with Aloe Vera & Vitamin E. It nourishes your skin from deep inside, giving you satin soft skin."
24841,24842,Cool Bath Soap - 99.9% Germ Protection,Beauty & Hygiene,Bath & Hand Wash,Cinthol,240.8,280.0,Bathing Bars & Soaps,4.3,"Begin your day with a burst of icy-cool freshness with Cinthol Cool Bath Soap. Give yourself a refreshing shower every day with this bathing soap, as the rush of cooling menthol with Active Deo fragrance leaves you charged for the rest of the day. With Cinthol Cool Soap, being Alive is Awesome. Explore the wide range of refreshing Cinthol bath soaps, available in 4 other variants, namely Confidence+, Deo, Lime and Original."
24922,24923,Festive Pack,Beauty & Hygiene,Bath & Hand Wash,Palmolive,934.15,1099.0,Bathing Bars & Soaps,5.0,"Illuminate your regime with Palmolive Luminous Oil's Range. Show Love & Care to your friends & family with this exquisite Festive pack. Encased in this beautiful gift box, are hand & body care essentials by Palmolive. Rejuvenate your senses with luxurious botanical oils & Indulge in an unforgettable experience formulated from exotic ingredients. The pack contains 2 shower gels, a handwash wrapped in festivity and care."
24982,24983,Bathing Soap - Almond & Rose,Beauty & Hygiene,Bath & Hand Wash,Himalaya,145.73,180.0,Bathing Bars & Soaps,4.3,"Himalayas Almond and Rose Soap merge 100% natural ingredients to return the body's water content. This nongreasy soap departs skin feeling spongy, supple and toned. It developed with almond extracts to refresh and moisturize your skin. It also includes rose which rejuvenates and cools your skin.For Beauty tips, tricks & more visit https://bigbasket.blog/"
25121,25122,Glycerin Soap,Beauty & Hygiene,Bath & Hand Wash,Savlon,250.0,250.0,Bathing Bars & Soaps,4.4,"Savlon brings to you a soap enriched with the goodness of glycerine that gives you protection from harmful germs. Its glycerine based formula gently moisturises your skin and takes care of your worries by keeping the harmful bacteria and germs at bay.
Savlon Glycerine Soap Protects from 100 disease-causing Germs.* *Based on in-vitro antimicrobial action on germs associated with 100 diseases."
25147,25148,Bathing Soap - Original Neem,Beauty & Hygiene,Bath & Hand Wash,Margo,58.0,64.0,Bathing Bars & Soaps,4.3,"Pure Neem Extracts & Vitamin E Moisturiser For Clear Skin  For Beauty tips, tricks & more visit https://bigbasket.blog/"
25416,25417,Lemon Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.4,"Lemon soap is mild, refreshing and cleansing. Lemon oil is one of the best oils to refresh, clean and detoxify. The scent is very subtle, natural and will leave your skin sweetly scented for the rest of the day."
25736,25737,Almond & Rose Soap Value Pack,Beauty & Hygiene,Bath & Hand Wash,Himalaya,109.0,109.0,Bathing Bars & Soaps,4.2,"Himalaya Almond & Rose Soap combines 10 percent natural actives to restore the body's water content. This non-greasy soap leaves skin feeling soft, supple and toned. Blended with all natural ingredients such as Almond Oil and Persian Rose, this body soap deeply penetrates into the skin to hydrate it fully."
